1, -46666.438, 155826.56, 2337.6729
2, -81648.1, 175409.94, 3548.7954
3, -101081.27, 168198.84, 4966.747
4, -9845.245, 34422.38, 7705.1025
5, -93568.14, 180932.89, 4373.781
6, -71231.0, 149661.0, 2832.9287
7, -167063.61, 135253.88, 6860.1836
8, -167281.72, 112240.73, 7171.063
9, -151913.12, 93131.48, 7155.901
10, 16878.328, 141857.52, 5550.317
11, -79924.94, -17969.06, 10991.434
12, -85908.625, 158925.75, 3583.6438
13, -10490.908, 102482.61, 6371.2686
14, -112297.38, 59656.453, 7451.6694
15, -57725.34, 17483.576, 7767.8906
16, -115140.24, 65771.8, 7384.383
17, -21605.752, 39894.527, 7681.2515
18, 7421.944, 57480.785, 6970.1245
19, 14478.395, 86910.59, 6348.277
20, -55815.15, 104683.64, 2633.4922
21, -119666.2, 168388.36, 6661.141
22, -61292.63, 77040.41, 3685.0532
23, -70985.05, 161178.48, 2371.2163
24, -172143.0, 103377.02, 7154.087
25, -123117.83, 70208.43, 7490.232
26, -153184.25, 148965.67, 6626.865
27, -131482.02, 165959.16, 6711.77
28, -15757.797, 83975.01, 6388.5425
29, -81815.695, -2395.9456, 8470.767
30, -112424.92, 165029.23, 5857.023
31, -133745.8, 176556.17, 6711.446
32, -164598.58, 134996.23, 6890.5767
33, -149125.28, 166137.86, 8018.775
34, -599.99164, 87327.34, 6292.395
35, -109588.43, 67766.484, 7258.3486
36, -126206.91, 171439.2, 6679.127
37, -98501.3, 59942.637, 6926.701
38, -55984.34, 93426.19, 2919.7551
39, -1182.1543, 129089.83, 6385.3345
40, 35878.55, 36285.434, 7041.635
41, -132251.58, 158620.53, 6671.298
42, 30715.516, 113459.75, 7152.983
43, 20963.912, 59049.543, 6407.6255
44, -39388.07, 117051.71, 4787.739
45, -108641.58, 181874.88, 4747.121
46, -39756.28, 164840.11, 2338.5068
47, -125822.49, 187444.05, 6676.0513
48, -175856.5, 152109.84, 5693.7104
49, -16262.366, 155838.0, 3195.686
50, -90249.68, 162794.52, 4099.279
51, -85570.42, 7412.719, 8470.767
52, -133507.58, 170034.31, 6670.252
53, -12410.327, 79178.48, 6346.196
54, -138004.03, 163537.72, 6914.7656
55, 52587.36, 112927.79, 12419.892
56, -159953.92, 88117.87, 7615.6484
57, -54305.64, 34361.105, 7754.3936
58, -36771.527, 22388.072, 7868.2236
59, -4574.67, 78154.836, 6424.1855
60, -8635.32, 132747.7, 6382.654
61, -132987.94, 154259.58, 6795.6978
62, -74819.25, 61966.41, 6408.667
63, -78304.87, 164504.7, 3256.9163
64, -6456.9414, 92302.75, 6300.462
65, -23107.889, 34245.9, 7374.713
66, -59184.145, 80462.96, 3155.8796
67, -52988.605, 96946.2, 2939.9126
68, -108981.14, 170341.19, 6552.9795
69, -62281.97, 39650.812, 7754.5645
70, -55799.09, 19295.186, 7771.2593
71, -31838.299, 46840.562, 7819.6187
72, -25623.596, 83612.46, 6398.485
73, 15350.866, 146156.5, 4565.6597
74, -10849.209, 91168.56, 7652.6753
75, 9604.946, 67839.766, 6299.87
76, -2614.1055, 34416.73, 7749.756
77, -42609.62, 137908.03, 2949.9177
78, -12000.647, 157715.94, 3193.1904
79, -7395.8066, 108110.82, 7323.1816
80, -84236.31, 163076.56, 3376.2136
81, 41142.51, 83240.0, 6389.239
82, -43206.08, 98264.555, 4860.1753
83, -145233.48, 147740.56, 6753.916
84, -69440.03, 75342.32, 3686.048
85, -134537.38, 160332.86, 6669.728
86, -73056.25, 146628.5, 3853.4739
87, -44899.973, 161514.16, 2340.4214
88, 21135.883, 68515.914, 6349.614
89, -153633.0, 114751.88, 8444.825
90, 10008.186, 25668.594, 7696.693
91, -56100.035, 32099.398, 7756.8716
92, -7340.802, 85999.695, 6349.2075
93, -107795.36, 64203.664, 7500.669
94, -96392.13, 75645.984, 6736.443
95, -76964.695, 46638.035, 7766.5054
96, 26446.51, 104024.56, 7343.981
